Working Electrode vs. NHE (V),Current (A),Working Electrode vs. NHE (V),Current (A),Working Electrode vs. NHE (V),Current (A),Working Electrode vs. NHE (V),Current (A),Working Electrode vs. NHE (V),Current (A),Working Electrode vs. NHE (V),Current (A)
0.445165902376175,0.0004189744940958,0.445153087377548,0.0005332456203177,0.44518855214119,0.0005119832349009,0.444231182336807,0.0004618177772499,0.444249123334885,0.0004559400258585,0.445511966943741,0.0005006167339161
0.44416555762291,0.0004062259104102,0.444152504205704,0.0005190789815969,0.444179862737656,0.0004952650051563,0.443227350711823,0.0004412498383317,0.443244129419327,0.0004344816552475,0.444528043270111,0.000475126056699
0.443158447742462,0.0003936316643375,0.443145543336868,0.0005045575089752,0.443174242973328,0.0004778575967065,0.44221767783165,0.0004227339522913,0.44223752617836,0.0004117478965781,0.443541586399078,0.000449535815278
0.442150712013245,0.0003815443487837,0.442141801118851,0.0004908736445941,0.442172259092331,0.0004617270897142,0.441218107938766,0.000405449187383,0.441229283809662,0.0003922268515452,0.442259937524796,0.0004193796776235
0.441144466400146,0.0003700659726746,0.440882652997971,0.0004753023386001,0.441166967153549,0.0004470899002626,0.440209686756134,0.0003887849452439,0.440237164497375,0.0003732604091055,0.441566646099091,0.0004038735351059
0.440139204263687,0.0003590935375541,0.440142154693604,0.0004662098945118,0.440160900354385,0.0004324214241933,0.439206928014755,0.0003728475712705,0.439225018024445,0.0003544138744473,0.440574139356613,0.000382704049116
0.439140379428864,0.0003487539943307,0.439139604568481,0.0004547075368463,0.439162969589233,0.000418123032432,0.438206911087036,0.0003571670386008,0.438216984272003,0.0003378641849849,0.439586311578751,0.0003616961184889
0.438137292861938,0.0003385939926374,0.438136130571365,0.0004430624539963,0.438154757022858,0.0004052738950122,0.437206089496613,0.0003431649529375,0.437209933996201,0.0003200852661393,0.438596129417419,0.0003432422236073
0.437137961387634,0.0003288884472567,0.437135845422745,0.0004320572188589,0.437160611152649,0.0003924819175153,0.43620166182518,0.0003295016067568,0.436211287975311,0.000306065834593,0.437608629465103,0.0003242305247113
0.436133861541748,0.000319624930853,0.436133235692978,0.0004219434340484,0.436047226190567,0.0003797677345573,0.435207694768906,0.0003155443409923,0.435217261314392,0.0002898029342759,0.43662628531456,0.0003071539395023
0.435132801532745,0.000310655683279,0.435137629508972,0.0004115905321668,0.43515482544899,0.0003689048171509,0.434198975563049,0.0003025939222425,0.434212952852249,0.0002745765377767,0.435655295848846,0.0002907097514253
0.434134513139725,0.0003019890864379,0.434132128953934,0.0004017096071038,0.434156864881516,0.0003573816502466,0.433195263147354,0.0002899499959312,0.433209598064423,0.0002609622315503,0.434670656919479,0.0002731810964178
0.433132290840149,0.0002936488890554,0.433132976293564,0.0003922187606804,0.43316325545311,0.00034648340079,0.432190924882889,0.000277860002825,0.432210743427277,0.0002460549003444,0.433678209781647,0.0002581296139396
0.432128548622131,0.0002856641367543,0.432129412889481,0.0003829161869362,0.432154417037964,0.0003356807865202,0.431193321943283,0.0002660728059709,0.431210607290268,0.0002339745842618,0.432691007852554,0.0002424179838271
0.43112325668335,0.0002777795889414,0.431131988763809,0.0003743355919141,0.431153953075409,0.0003253226459492,0.430187493562698,0.0002551980724092,0.430207997560501,0.0002208792720921,0.431706070899963,0.0002278911852044
0.430119723081589,0.0002703093923628,0.430126368999481,0.0003656105545815,0.430151283740997,0.0003155521408189,0.429184943437576,0.0002443268313072,0.429200232028961,0.0002081630518659,0.430726200342178,0.0002133246307494
0.429123878479004,0.0002630743838381,0.429121822118759,0.0003574010042939,0.429148226976395,0.0003060463932342,0.428186148405075,0.0002343222295166,0.428201794624329,0.0001973513426491,0.42973655462265,0.000200314563699
0.42812442779541,0.0002563903108239,0.428120493888855,0.0003502222825773,0.428150415420532,0.0002972088404931,0.42719578742981,0.0002239320310764,0.427212417125702,0.0001862228382378,0.428746610879898,0.0001863138168118
0.427133113145828,0.0002495453227311,0.427126049995422,0.0003419081913307,0.427156358957291,0.0002875867940019,0.426184833049774,0.0002139915159204,0.42620113492012,0.0001735079276841,0.427758932113647,0.0001747754868119
0.426120698451996,0.0002427447179798,0.426120698451996,0.0003341248666401,0.426149904727936,0.0002790162398014,0.425184577703476,0.0002039390237769,0.425187230110168,0.0001640495611354,0.426787704229355,0.00016157720529
0.425113826990128,0.0002365389664191,0.425116717815399,0.0003269611042924,0.425146371126175,0.0002708519168663,0.424170762300491,0.0001950362930074,0.424193054437637,0.0001524404942756,0.425796806812286,0.0001488442794652
0.424113839864731,0.0002305540838278,0.424112141132355,0.0003198753402102,0.424139231443405,0.0002624983317218,0.423170387744904,0.0001858241739682,0.423194110393524,0.0001424055662937,0.424816966056824,0.0001377929293084
0.423110365867615,0.0002245746727567,0.423109591007233,0.0003127372765447,0.423143088817596,0.0002547889598645,0.422166049480438,0.0001778294099494,0.422187894582748,0.0001337236608378,0.423824280500412,0.0001254275412065
0.422111809253693,0.0002189021615777,0.422102719545364,0.0003063227341044,0.422140836715698,0.0002470280451234,0.421164661645889,0.0001687379262875,0.421187400817871,0.0001227794709848,0.422842741012573,0.0001155375721282
0.421115428209305,0.0002131835353793,0.42110487818718,0.0002998745476361,0.421135485172272,0.0002394262119196,0.420162886381149,0.0001611249317647,0.420180410146713,0.0001145685673691,0.421855539083481,0.000104049584479
0.420112013816833,0.000208007520996,0.420099765062332,0.0002935144584625,0.420138359069824,0.0002326782123418,0.419169396162033,0.0001540543016744,0.419188052415848,0.0001064612661139,0.420868873596191,9.48960660025477e-05
0.419114649295807,0.0002030124887824,0.41910994052887,0.0002877600782085,0.419131487607956,0.0002263164788018,0.418168783187866,0.0001455234159948,0.418188333511353,9.59432509262115e-05,0.419877558946609,8.41537766973488e-05
0.418114244937897,0.0001979370281333,0.418111056089401,0.0002817683271132,0.418131709098816,0.0002186747879022,0.417158395051956,0.0001375946594635,0.417183488607407,8.8832966866903e-05,0.418901830911636,7.56187655497342e-05
0.417112350463867,0.0001929780846694,0.417104601860046,0.0002756678732112,0.417132824659348,0.0002120221761288,0.416166543960571,0.0001308158534811,0.416178852319717,7.94336156104691e-05,0.417919516563416,6.45899926894344e-05
0.416115403175354,0.0001881801726995,0.416108220815659,0.000270069373073,0.416132599115372,0.0002053313510259,0.415157943964005,0.0001229497720487,0.415186315774918,7.06263017491437e-05,0.416925251483917,5.52273013454396e-05
0.41510945558548,0.0001834970607887,0.415106236934662,0.0002645952044986,0.415131866931915,0.0001991478784475,0.414158284664154,0.0001158037848654,0.414181917905807,6.36416734778322e-05,0.415945589542389,4.63605210825335e-05
0.4141004383564,0.0001792076072888,0.414101988077164,0.0002588820352684,0.414127141237259,0.0001928606070578,0.413158357143402,0.0001091753729269,0.413179159164429,5.57282291993033e-05,0.414951801300049,3.74250448658131e-05
0.413100033998489,0.0001747729693306,0.413090884685516,0.0002535679959692,0.413113653659821,0.0001867939718067,0.412161827087402,0.0001026776371872,0.412174314260483,4.73948457511142e-05,0.413970738649368,2.89702238660539e-05
0.412093847990036,0.0001705456525087,0.412088364362717,0.0002482956333551,0.412117749452591,0.0001805036445148,0.411159873008728,9.64600767474622e-05,0.411176234483719,4.18730742239859e-05,0.412989020347595,1.94681724678958e-05
0.411097377538681,0.0001665643358137,0.411084443330765,0.0002437287475913,0.411112934350967,0.0001754150725901,0.410152912139893,8.95453849807382e-05,0.4101742208004,3.26738154399209e-05,0.412001371383667,1.19040960271377e-05
0.41010120511055,0.0001622633717488,0.410086005926132,0.0002383533283136,0.41011506319046,0.0001695411338005,0.409143507480621,8.27604380901903e-05,0.409165620803833,2.51405672315741e-05,0.41101598739624,3.46950037055649e-06
0.409095257520676,0.0001583763660164,0.409082174301147,0.0002334893797524,0.409108698368073,0.0001635568187339,0.408146262168884,7.66353550716303e-05,0.408154636621475,1.85668377525872e-05,0.410037010908127,-4.2040333028126e-06
0.40808629989624,0.0001546320418128,0.408076763153076,0.0002287456591147,0.408100306987762,0.0001580114039825,0.407145857810974,7.05020283930935e-05,0.407151162624359,1.09301545307972e-05,0.409048289060593,-1.38236991915619e-05
0.407081544399261,0.0001510064903413,0.407071322202682,0.000224122297368,0.407102555036545,0.0001523215614724,0.406136721372604,6.45177133264951e-05,0.406151205301285,4.18521631218027e-06,0.408063232898712,-2.1390773326857e-05
0.40607950091362,0.0001471148862037,0.406068086624146,0.0002192637475673,0.406097084283829,0.0001478836929891,0.405130833387375,5.92165233683772e-05,0.405147701501846,-2.03169884116505e-06,0.407070249319077,-2.85330788756255e-05
0.405073016881943,0.000143654513522,0.405064821243286,0.0002148482744814,0.405089855194092,0.0001424662041245,0.404137134552002,5.31004916410893e-05,0.404149532318115,-9.09576374397147e-06,0.406088024377823,-3.75265590264462e-05
0.404075622558594,0.0001402930211042,0.404054641723633,0.0002105254097841,0.404090791940689,0.000137389783049,0.403127580881119,4.77141147712246e-05,0.403140932321548,-1.50168416439556e-05,0.405096530914307,-4.35456822742708e-05
0.403063327074051,0.0001370062673231,0.403056561946869,0.0002061576378764,0.403090536594391,0.000132073968416,0.402129143476486,4.32211927545723e-05,0.402151703834534,-2.07283064810326e-05,0.404103100299835,-5.16236541443504e-05
0.402070820331573,0.0001341059833066,0.402056783437729,0.0002026527799898,0.40208974480629,0.0001284405443584,0.401131957769394,3.73603543266654e-05,0.401149243116379,-2.76134451269172e-05,0.403116166591644,-5.803784733871e-05
0.401070713996887,0.0001305638143094,0.40106126666069,0.0001985242415685,0.401087284088135,0.0001231418718816,0.40012326836586,3.2020343496697e-05,0.400151520967484,-3.31179944623727e-05,0.40213218331337,-6.42638187855482e-05
0.400077968835831,0.0001273780508199,0.400068074464798,0.0001942060625879,0.400087416172028,0.00011868619913,0.399119347333908,2.70148448180407e-05,0.399144887924194,-4.01233919546939e-05,0.401143193244934,-7.16944705345668e-05
0.399073839187622,0.0001243264850927,0.399066716432571,0.0001899908093037,0.399083763360977,0.0001136570426751,0.398123562335968,2.14105602935888e-05,0.398146510124207,-4.48135579063091e-05,0.400164037942886,-7.83017094363458e-05
0.398070633411407,0.0001213791474583,0.398055851459503,0.0001862432254711,0.398083001375198,0.0001091779849957,0.397123217582703,1.64034081535647e-05,0.397143214941025,-5.24544666404836e-05,0.399179011583328,-8.55194230098277e-05
0.397069424390793,0.0001184723660117,0.397057235240936,0.0001821097685024,0.397086769342422,0.0001047440746333,0.396119445562363,1.09940647234907e-05,0.396138310432434,-5.74529840378091e-05,0.398193538188934,-9.17158540687524e-05
0.396063446998596,0.000115326125524,0.396056264638901,0.0001782674953574,0.396081387996674,0.0001001265191007,0.394756585359573,3.45711282534467e-06,0.395138889551163,-6.28791749477386e-05,0.397206813097,-9.93124995147809e-05
0.395065128803253,0.0001125821581808,0.395052015781403,0.0001744177716318,0.395081490278244,9.55216819420457e-05,0.394113779067993,1.90723164905648e-06,0.394141137599945,-6.92928879288957e-05,0.396224915981293,-0.0001052087827702
0.394066780805588,0.0001100600784411,0.39405745267868,0.0001708136260276,0.394084930419922,9.17844299692661e-05,0.393103778362274,-4.05907667300198e-06,0.393131256103516,-7.47236699680798e-05,0.395238697528839,-0.0001122879475587
0.393062800168991,0.0001071235456038,0.393049478530884,0.0001666328462306,0.3930823802948,8.67870403453708e-05,0.39209908246994,-8.76609374245163e-06,0.392123878002167,-8.17372419987805e-05,0.394250154495239,-0.0001179511164082
0.392058372497559,0.0001045618046191,0.392042517662048,0.0001630298502277,0.392074346542358,8.2346101407893e-05,0.391098827123642,-1.43454199132975e-05,0.391126871109009,-8.66292029968463e-05,0.393259525299072,-0.0001257441908819
0.391050219535828,0.0001016411624732,0.391040354967117,0.0001592329062987,0.391071379184723,7.80319969635457e-05,0.390095204114914,-1.87950136023574e-05,0.390121817588806,-9.27173678064719e-05,0.392270296812057,-0.0001319270668318
0.390042871236801,9.92332934401929e-05,0.390035957098007,0.000155771151185,0.390064239501953,7.35923022148199e-05,0.389095485210419,-2.34707695199177e-05,0.38911771774292,-9.85180959105492e-05,0.391287982463837,-0.0001385547075187
0.389043688774109,9.66263614827767e-05,0.389032363891602,0.0001521246595075,0.389057993888855,6.9229063228704e-05,0.388082385063171,-2.81046759482706e-05,0.388111501932144,-0.0001028067781589,0.39030510187149,-0.0001450447743991
0.388042330741882,9.43593622650951e-05,0.3880275785923,0.000148798993905,0.388049274682999,6.58096396364272e-05,0.387082040309906,-3.26648150803521e-05,0.387105226516724,-0.0001093869796022,0.389312386512756,-0.000151941232616
0.387037545442581,9.1819507360924e-05,0.387021422386169,0.0001452451979275,0.387017458677292,6.10269744356629e-05,0.38608455657959,-3.67674656445161e-05,0.386102020740509,-0.0001134571066359,0.388326376676559,-0.0001577735820319
0.386037617921829,8.94193653948605e-05,0.38602089881897,0.0001421052438672,0.386045217514038,5.78804974793456e-05,0.385085731744766,-4.09462372772396e-05,0.38511073589325,-0.0001183842323371,0.387347489595413,-0.0001634170039324
0.385040760040283,8.71226147864945e-05,0.385027378797531,0.0001386178191751,0.385047256946564,5.40351611562073e-05,0.384081333875656,-4.64119548269082e-05,0.384108424186707,-0.0001252185611519,0.386355370283127,-0.000169717168319
0.38402846455574,8.47666669869795e-05,0.384025186300278,0.0001350656966678,0.384045541286469,5.00098976772279e-05,0.383077651262283,-5.06014403072186e-05,0.383102536201477,-0.0001287791092181,0.385377615690231,-0.0001736767881084
0.383031725883484,8.25500610517338e-05,0.383020848035812,0.0001319101575063,0.383048743009567,4.60833216493484e-05,0.382076293230057,-5.51366283616517e-05,0.382100343704224,-0.000135025504278,0.384383976459503,-0.0001816370058804
0.382024675607681,8.0278878158424e-05,0.382014602422714,0.0001282795565202,0.382045745849609,4.19641510234214e-05,0.381065636873245,-5.95753917878028e-05,0.38109627366066,-0.000139721785672,0.383394330739975,-0.0001868175313575
0.381027698516846,7.77952518546954e-05,0.381022125482559,0.0001252264046343,0.381038218736649,3.80705241695978e-05,0.380065858364105,-6.39637582935393e-05,0.380101442337036,-0.0001451121643185,0.382407248020172,-0.0001932665618369
0.380018651485443,7.57408197387122e-05,0.380018055438995,0.0001218863108078,0.380035549402237,3.40924925694708e-05,0.37906602025032,-6.79316653986461e-05,0.379103899002075,-0.0001510646688984,0.381424725055695,-0.0001991473691305
0.37902420759201,7.37137743271887e-05,0.379014760255814,0.0001187038869829,0.379034161567688,3.05300964100752e-05,0.378058969974518,-7.24542624084279e-05,0.378097116947174,-0.0001546802377561,0.380439311265945,-0.0002052140334853
0.378022611141205,7.15069982106797e-05,0.378010123968124,0.0001155188074335,0.378027498722076,2.68478397629224e-05,0.377064287662506,-7.61742994654924e-05,0.377097994089127,-0.0001596536167198,0.379454046487808,-0.0002111302164848
0.37702214717865,6.97724026395008e-05,0.377010583877563,0.0001130182354245,0.377036988735199,2.35836869251216e-05,0.376064211130142,-8.08893382782117e-05,0.376087158918381,-0.0001656730601098,0.378470331430435,-0.0002166533668059
0.376023828983307,6.72129244776443e-05,0.376010745763779,0.0001091893791453,0.376032263040543,1.89692582353018e-05,0.37506240606308,-8.54384779813699e-05,0.375082522630692,-0.0001699171261861,0.37747460603714,-0.0002227561926702
0.374686390161514,6.46337648504414e-05,0.37500986456871,0.0001059611604432,0.375032544136047,1.54449189722072e-05,0.374052315950394,-8.97358186193742e-05,0.374078720808029,-0.0001760148297762,0.376493036746979,-0.0002269949472974
0.374013781547546,6.33884119451977e-05,0.374004751443863,0.000103167250927,0.374026536941528,1.14905615191674e-05,0.372703224420547,-9.39339734031819e-05,0.373077601194382,-0.000179259921424,0.375502586364746,-0.000234367835219
0.373013466596603,6.14340169704519e-05,0.37300318479538,0.0001000156626105,0.373019725084305,7.8855327956262e-06,0.372048676013947,-9.81304838205688e-05,0.372079432010651,-0.0001850705011747,0.37451696395874,-0.0002398439246462
0.372002899646759,5.93829827266745e-05,0.371999025344849,9.703454998089e-05,0.372017741203308,4.2587926145643e-06,0.371041685342789,-0.0001023125078063,0.37107926607132,-0.0001904322998598,0.373533189296722,-0.0002463450073264
0.37100014090538,5.73707984585781e-05,0.370994091033936,9.4260998594109e-05,0.371016949415207,8.46999114401115e-07,0.370045602321625,-0.0001060923677869,0.370070934295654,-0.0001935339387273,0.372556298971176,-0.0002516181848477
0.369994699954987,5.5520224123029e-05,0.369992852210999,9.11584065761417e-05,0.370012551546097,-2.62944831774803e-06,0.369045406579971,-0.0001089618017431,0.369064301252365,-0.0001987728610401,0.371563464403152,-0.0002571028016973
0.368999004364014,5.39712418685667e-05,0.368991047143936,8.84345281519927e-05,0.369010776281357,-5.9635362958943e-06,0.368041634559631,-0.0001138180377893,0.368070840835571,-0.0002036166551988,0.370576411485672,-0.0002624070621095
0.367998778820038,5.19216300745029e-05,0.367991507053375,8.57774648466147e-05,0.36801490187645,-9.43060967983911e-06,0.367037355899811,-0.0001176320802187,0.367068737745285,-0.0002070424816338,0.369592666625977,-0.0002678669989109
0.366994470357895,5.00052265124395e-05,0.366994678974152,8.28819465823472e-05,0.367014527320862,-1.33977337100077e-05,0.366036713123322,-0.0001216115924762,0.366066247224808,-0.0002132345834979,0.368613690137863,-0.0002721968630794
0.365996748209,4.79875816381536e-05,0.365996718406677,7.9781879321672e-05,0.36600935459137,-1.64910979947308e-05,0.365038752555847,-0.0001253546652151,0.365066677331924,-0.0002163789467886,0.367628842592239,-0.0002772093866951
0.364999294281006,4.62990319647361e-05,0.364994734525681,7.71163468016312e-05,0.365001380443573,-2.01703260245267e-05,0.364035815000534,-0.0001296965492656,0.364066600799561,-0.0002218147565145,0.366637319326401,-0.0002837989595718
0.363994151353836,4.44742727268022e-05,0.363985329866409,7.40645700716414e-05,0.363996237516403,-2.35947354667587e-05,0.363034784793854,-0.0001332426036242,0.363063305616379,-0.0002271716948598,0.365659713745117,-0.000288296083454
0.362994194030762,4.27768281952012e-05,0.36298593878746,7.10578824509867e-05,0.362997114658356,-2.6995283405995e-05,0.362033277750015,-0.0001375415449729,0.36206066608429,-0.0002298923209309,0.364675432443619,-0.0002936637902166
0.361989468336105,4.09462700190488e-05,0.36198428273201,6.85090417391621e-05,0.361997902393341,-3.06443180306815e-05,0.361038148403168,-0.0001408855168847,0.361059278249741,-0.0002352777373744,0.363700270652771,-0.0002995280956383
0.360987395048141,3.91635803680401e-05,0.360525786876678,6.67136409902014e-05,0.361003786325455,-3.39759062626399e-05,0.360041797161102,-0.000144359175465,0.360063284635544,-0.0002395168557995,0.362705796957016,-0.0003040921874344
0.359993129968643,3.73657712771092e-05,0.359991639852524,6.33939489489421e-05,0.360012263059616,-3.64562911272515e-05,0.359039485454559,-0.0001488991110818,0.359058767557144,-0.0002435741771478,0.361725151538849,-0.0003102550399489
0.358991503715515,3.56426280632149e-05,0.358989089727402,6.03852640779223e-05,0.359007239341736,-4.06148574256804e-05,0.358033090829849,-0.0001531576563138,0.358055114746094,-0.0002499585680197,0.360733151435852,-0.0003143000358249
0.357986807823181,3.38525715051219e-05,0.35798653960228,5.79227635171264e-05,0.357997685670853,-4.40855073975399e-05,0.357027262449265,-0.000156429130584,0.35705691576004,-0.0002530117053538,0.35974383354187,-0.000320190039929
0.356985181570053,3.20933613693342e-05,0.356981307268143,5.4875563364476e-05,0.356995970010757,-4.72277388325892e-05,0.356029599905014,-0.0001603418641025,0.356051862239838,-0.0002574594982434,0.358757019042969,-0.0003251156595069
0.355979263782501,3.02757434837986e-05,0.355973988771439,5.22669652127661e-05,0.355985432863235,-5.06902979395818e-05,0.355028003454208,-0.0001638011890463,0.355042040348053,-0.0002623698383104,0.357781618833542,-0.000330789363943
0.354975402355194,2.88033970718971e-05,0.354971021413803,4.96543434564956e-05,0.354983448982239,-5.3935349569656e-05,0.354023724794388,-0.0001676607498666,0.354045152664185,-0.0002657374425325,0.35679429769516,-0.0003353846841491
0.353976160287857,2.71276039711665e-05,0.353968590497971,4.68468788312748e-05,0.3539819419384,-5.72576827835292e-05,0.353013962507248,-0.0001707811024971,0.353042095899582,-0.0002704340731725,0.355807840824127,-0.0003405697643756
0.352969348430634,2.54759634117363e-05,0.352962791919708,4.4437954784371e-05,0.352984130382538,-6.0103691794211e-05,0.35201296210289,-0.0001741964515531,0.352049916982651,-0.0002730459091253,0.354824721813202,-0.0003454397665336
0.351973116397858,2.40797307924367e-05,0.351968735456467,4.22832563344855e-05,0.351989388465881,-6.25551183475181e-05,0.351012766361237,-0.000177671216079,0.351052522659302,-0.0002769115963019,0.353836536407471,-0.0003500965540297
0.35097524523735,2.22297821892425e-05,0.350966602563858,3.96667855966371e-05,0.350992292165756,-6.61789235891774e-05,0.350020051002502,-0.0001810406392905,0.350054323673248,-0.0002827455755323,0.352849751710892,-0.0003553102142177
0.349980533123016,2.04967564059189e-05,0.349969476461411,3.69697554560844e-05,0.349985599517822,-6.92680332576856e-05,0.349011033773422,-0.0001849064574344,0.349054843187332,-0.0002855041238944,0.351870179176331,-0.0003581222845241
0.348969489336014,1.91370254469803e-05,0.348959028720856,3.44241343555041e-05,0.348979115486145,-7.30460524209775e-05,0.34801197052002,-0.0001885618694359,0.348048239946365,-0.0002888423914555,0.350881993770599,-0.0003638721245806
0.347972482442856,1.7276988728554e-05,0.347961038351059,3.22034175042063e-05,0.347976744174957,-7.56631779950112e-05,0.347003430128098,-0.0001918761117849,0.347049206495285,-0.0002939142286777,0.349900633096695,-0.0003669245634227
0.34697026014328,1.56674668687629e-05,0.346956878900528,2.94264555122936e-05,0.346975982189178,-7.90514022810385e-05,0.346003651618958,-0.0001952001621248,0.346047282218933,-0.0002974079106934,0.348914206027985,-0.000373090559151
0.345965892076492,1.39117910293862e-05,0.345958799123764,2.70481777988607e-05,0.345976531505585,-8.19115375634283e-05,0.345009982585907,-0.0001984592527151,0.345048189163208,-0.0003014779358636,0.347927182912827,-0.0003767764719668
0.344962358474731,1.2540152965812e-05,0.34495621919632,2.44158654822968e-05,0.344974100589752,-8.51394943310879e-05,0.344004213809967,-0.0002012306067626,0.344048142433167,-0.0003046604688279,0.346943110227585,-0.0003820492711383
0.343967229127884,1.12582911242498e-05,0.343956917524338,2.20981892198324e-05,0.343975991010666,-8.72398231877014e-05,0.343011021614075,-0.0002051454503089,0.343043893575668,-0.0003074405540246,0.34596049785614,-0.0003863505844492
0.342968881130219,9.15765212994302e-06,0.342958271503448,1.93878786376445e-05,0.342973291873932,-9.04951302800328e-05,0.342011094093323,-0.000208962635952,0.342038094997406,-0.0003138785541523,0.344972491264343,-0.0003912341489922
0.341961860656738,7.80763639340876e-06,0.341948866844177,1.70863204402849e-05,0.341735601425171,-9.51591282500885e-05,0.34100478887558,-0.0002122585574397,0.341033220291138,-0.0003166690585203,0.343987345695496,-0.0003948067896999
0.340957164764404,6.04534807280288e-06,0.34094300866127,1.45036101457663e-05,0.34097546339035,-9.72733469097875e-05,0.340003937482834,-0.0002156571717932,0.340029090642929,-0.0003206292458344,0.3430016040802,-0.0003989271062891
0.339950710535049,4.50125025963644e-06,0.339944571256638,1.21447192213964e-05,0.339970141649246,-0.0001007823957479,0.338990181684494,-0.0002187801146646,0.339024901390076,-0.0003244722320232,0.342013359069824,-0.0004048872215207
0.338948130607605,3.05001481137879e-06,0.338939219713211,9.74983413470909e-06,0.338971376419067,-0.0001029680061037,0.337987840175629,-0.0002217620640294,0.338021844625473,-0.0003276333154644,0.341027528047562,-0.0004091782611794
0.337942987680435,1.52410370901634e-06,0.337938725948334,7.39928327675443e-06,0.337971478700638,-0.0001059084315784,0.336987346410751,-0.0002248405362479,0.337016642093658,-0.0003327167360112,0.340041518211365,-0.0004128879227209
0.3369380235672,-6.58313652479592e-08,0.336939126253128,5.03856017530779e-06,0.336960941553116,-0.0001088401186279,0.335979342460632,-0.0002280427579535,0.336009740829468,-0.0003351379418745,0.339048385620117,-0.0004169642343185
0.33593624830246,-1.69274323980062e-06,0.335942596197128,2.72881720775331e-06,0.335965365171432,-0.0001115904306061,0.334983378648758,-0.000230772056966,0.33502334356308,-0.0003376149979885,0.338067144155502,-0.00042103335727
0.334943056106567,-2.80854260381602e-06,0.334940642118454,7.47708213566511e-07,0.334962099790573,-0.0001140934764407,0.333986669778824,-0.0002338146878173,0.334025293588638,-0.0003419831336941,0.337082743644714,-0.0004254113009665
0.333946079015732,-4.55164263257757e-06,0.333935290575027,-1.68022336310969e-06,0.333962380886078,-0.0001169966126326,0.332988142967224,-0.0002370495203649,0.333016365766525,-0.0003444007306825,0.33608677983284,-0.0004295056860428
0.332944512367249,-6.11570385444793e-06,0.33293417096138,-4.32372189607122e-06,0.332956671714783,-0.0001198662212118,0.331981241703033,-0.0002405932755209,0.332009315490723,-0.0003491264360491,0.335112243890762,-0.0004323623143136
